id,disagree,agree,emotion,fact,nasty,nice,attacking,respectful,sarcasm
266,True,False,False,False,False,False,False,False,False
270,True,False,False,False,False,False,False,False,False
271,True,False,False,True,False,False,False,False,False
273,True,False,True,False,False,False,False,False,False
274,False,False,False,False,False,False,False,False,False
275,True,False,False,False,False,False,False,False,False
276,False,False,False,False,False,False,False,False,False
280,True,False,False,True,False,True,False,False,False
281,True,False,True,False,False,False,False,True,False
282,True,False,False,False,False,True,False,True,False
283,True,False,False,True,False,True,False,True,False
284,False,False,False,False,False,True,False,True,False
285,False,False,False,False,False,False,False,False,False
286,True,False,False,False,False,True,False,True,False
290,True,False,False,False,False,False,False,False,False
291,True,False,True,False,False,False,False,False,False
292,True,False,False,False,True,False,True,False,False
293,False,True,False,True,False,True,False,True,False
294,False,False,False,True,False,True,False,True,False
295,True,False,True,False,False,False,False,False,False
296,True,False,False,False,False,False,False,False,False
300,True,False,True,False,False,True,False,True,False
301,False,False,False,True,False,True,False,True,False
302,True,False,False,True,False,True,False,True,False
303,False,False,False,True,False,True,False,True,False
304,True,False,True,False,True,False,True,False,False
305,True,False,False,True,False,True,False,True,False
306,True,False,True,False,False,False,False,False,False
310,True,False,False,True,False,False,True,False,False
311,True,False,False,False,False,False,False,False,False
312,True,False,False,True,True,False,True,False,False
313,False,False,True,False,True,False,True,False,True
314,True,False,True,False,True,False,True,False,False
315,True,False,True,False,True,False,True,False,False
316,True,False,True,False,True,False,True,False,False
320,False,False,False,False,False,True,False,True,False
321,True,False,False,False,True,False,True,False,True
322,True,False,False,True,False,False,False,False,False
323,True,False,False,True,True,False,True,False,False
324,True,False,False,True,True,False,True,False,False
325,True,False,True,False,True,False,False,False,False
326,True,False,False,True,False,False,False,False,False
330,True,False,False,False,True,False,True,False,True
331,False,False,False,True,False,True,False,True,False
332,True,False,False,True,False,True,False,True,False
333,True,False,False,False,False,False,False,False,False
334,True,False,False,False,True,False,True,False,False
335,True,False,True,False,True,False,True,False,True
336,True,False,False,False,False,False,False,False,False
340,False,True,True,False,False,False,False,False,True
341,True,False,False,False,False,False,False,False,False
342,True,False,True,False,False,False,False,False,False
343,False,False,False,False,False,True,False,True,False
344,True,False,False,False,False,False,False,True,False
345,True,False,False,True,False,False,False,False,False
346,True,False,False,True,False,False,False,False,False
350,True,False,True,False,True,False,True,False,False
351,True,False,True,False,True,False,False,False,True
352,True,False,True,False,False,True,False,False,False
353,True,False,False,False,False,True,False,False,False
354,True,False,True,False,False,False,False,False,False
355,True,False,False,False,False,False,False,False,False
356,True,False,True,False,False,False,False,False,False
360,True,False,False,False,False,True,False,True,False
361,False,True,False,False,False,True,False,True,False
362,True,False,True,False,False,True,False,False,False
363,True,False,False,False,False,True,False,False,False
364,False,True,True,False,False,True,False,False,False
365,True,False,False,False,False,False,False,False,False
366,True,False,False,True,False,True,False,False,False
370,True,False,False,False,False,False,False,True,False
371,True,False,True,False,True,False,True,False,False
372,True,False,False,False,False,False,False,False,False
373,True,False,False,True,False,False,False,False,False
374,True,False,False,True,False,False,False,False,False
375,True,False,False,False,False,False,False,False,False
376,False,False,False,False,False,False,False,False,False
380,False,False,False,True,False,True,False,True,False
381,False,True,False,False,False,False,False,False,True
382,False,False,False,True,False,True,False,True,False
383,True,False,True,False,True,False,True,False,False
384,False,False,False,True,False,True,False,True,False
385,False,False,False,True,True,False,False,False,False
386,False,True,False,True,False,True,False,True,False
390,True,False,False,False,False,True,False,True,False
391,True,False,False,True,False,True,False,False,False
392,True,False,False,False,False,False,False,False,False
393,False,False,False,False,False,True,False,True,False
394,True,False,False,True,False,False,False,False,False
395,True,False,False,False,False,False,False,False,False
396,True,False,False,False,False,True,False,False,False
400,False,True,False,False,False,True,False,True,False
401,True,False,False,True,False,False,False,False,False
402,False,False,False,False,False,True,False,True,False
403,False,False,False,True,False,False,False,False,False
404,False,True,False,True,False,True,False,True,False
405,False,False,False,True,False,True,False,True,False
406,True,False,False,False,True,False,True,False,False
410,False,False,True,False,False,False,False,False,False
411,True,False,False,True,False,False,False,False,False
412,True,False,False,False,False,False,True,False,False
413,True,False,True,False,False,True,False,False,False
414,True,False,False,True,False,True,False,True,False
415,True,False,True,False,False,True,False,True,False
416,False,False,False,False,False,True,False,True,False
420,True,False,True,False,True,False,True,False,False
421,True,False,False,True,False,False,False,False,False
422,True,False,False,True,False,True,False,False,False
423,True,False,False,True,False,False,False,False,False
424,False,False,False,True,False,False,False,False,False
426,True,False,False,False,False,True,False,True,False
430,False,False,False,True,False,True,False,True,False
431,True,False,False,False,True,False,True,False,True
432,False,True,True,False,False,True,False,True,False
433,False,False,False,True,False,True,False,True,False
434,True,False,True,False,True,False,True,False,True
435,True,False,False,True,False,True,False,False,True
436,True,False,False,False,False,False,False,False,True
440,True,False,True,False,False,True,False,True,False
441,True,False,False,False,False,False,False,False,True
442,False,False,False,False,False,True,False,True,False
443,True,False,False,True,False,True,False,True,False
444,True,False,False,True,False,False,False,False,True
445,True,False,False,True,False,True,False,False,False
446,True,False,False,True,False,True,False,False,False
450,False,False,False,False,False,True,False,True,False
451,True,False,False,True,False,True,False,False,False
452,True,False,True,False,False,True,False,True,False
453,False,True,False,False,False,True,False,True,False
454,True,False,False,True,False,True,False,True,False
455,False,True,False,False,False,True,False,True,False
456,True,False,False,False,False,False,False,False,False
460,True,False,False,True,False,True,False,False,False
461,False,True,False,True,False,True,False,True,False
462,False,False,False,True,False,True,False,True,False
463,False,True,False,False,False,True,False,True,False
464,True,False,False,False,False,True,False,True,False
465,False,False,False,True,False,True,False,True,False
466,True,False,False,True,False,False,False,False,False
470,False,True,False,True,False,True,False,True,False
471,True,False,False,True,False,True,False,True,False
472,True,False,False,False,False,False,True,False,False
473,True,False,False,True,False,True,False,True,False
474,False,True,False,True,False,True,False,True,False
475,True,False,True,False,True,False,True,False,False
476,True,False,False,True,False,False,False,False,False
480,False,False,False,False,False,True,False,False,False
481,True,False,False,True,False,False,False,False,False
482,True,False,False,False,False,True,True,False,False
483,True,False,True,False,False,False,True,False,False
484,True,False,False,False,False,False,False,False,False
485,True,False,False,True,False,True,False,False,False
486,False,False,True,False,False,True,False,False,False
490,False,True,True,False,False,True,False,True,False
491,True,False,False,False,False,True,False,True,False
492,False,False,False,True,False,True,False,True,False
493,False,False,False,False,False,True,False,True,False
494,False,True,False,False,False,True,False,True,False
495,False,False,False,True,False,True,False,True,False
496,False,True,True,False,False,True,False,True,False
500,False,False,True,False,False,False,False,False,False
501,True,False,False,True,False,False,False,False,False
502,True,False,False,False,False,True,False,False,False
503,True,False,False,True,False,False,False,False,False
504,True,False,False,False,True,False,True,False,False
505,True,False,True,False,False,False,False,False,False
506,True,False,False,True,False,True,False,False,False
510,True,False,False,True,True,False,False,False,False
511,False,False,True,False,False,True,False,True,False
512,True,False,False,False,True,False,True,False,False
513,True,False,False,True,False,True,False,True,False
514,False,False,False,True,False,True,False,True,False
515,False,True,False,True,False,True,False,True,False
516,True,False,False,False,False,False,False,True,False
520,True,False,False,True,False,False,False,False,False
521,True,False,False,True,False,True,False,True,False
522,True,False,False,False,False,False,False,False,False
523,True,False,True,False,True,False,True,False,False
524,False,False,False,True,False,True,False,True,False
525,False,True,False,False,False,True,False,True,False
526,False,True,False,True,False,True,False,True,False
530,True,False,False,True,False,True,False,True,False
531,True,False,False,False,True,False,True,False,True
532,True,False,False,False,False,False,False,False,False
533,True,False,True,False,False,True,False,True,False
534,True,False,True,False,False,False,False,False,True
535,True,False,False,True,False,True,False,False,False
536,False,False,False,False,False,True,False,True,False
540,True,False,True,False,False,False,False,True,False
541,True,False,False,True,False,True,False,True,False
542,True,False,False,True,False,False,False,False,True
543,False,False,True,False,False,False,False,False,False
544,True,False,False,True,False,False,False,False,False
545,False,False,True,False,False,False,False,False,False
546,True,False,True,False,False,False,False,False,False
550,False,False,True,False,False,True,False,True,False
551,True,False,True,False,False,False,False,False,False
552,True,False,True,False,False,False,True,False,False
553,False,False,True,False,False,True,False,True,False
554,True,False,False,True,False,True,False,True,False
555,True,False,False,False,False,False,False,False,False
556,True,False,True,False,True,False,True,False,True
560,True,False,True,False,False,False,True,False,False
561,True,False,False,True,False,False,False,False,False
562,True,False,True,False,True,False,True,False,False
563,True,False,False,True,False,True,False,True,False
564,False,False,False,False,False,False,False,False,False
565,False,True,False,True,False,True,False,True,False
566,False,False,False,True,False,False,False,False,False
570,False,False,True,False,False,False,False,False,False
571,True,False,False,True,False,False,False,False,False
572,True,False,True,False,False,False,False,False,False
573,False,False,False,True,False,True,False,True,False
574,True,False,True,False,True,False,True,False,False
575,False,False,False,True,False,True,False,False,False
576,False,True,True,False,False,False,False,False,False
580,True,False,False,True,False,False,False,False,False
581,False,False,False,True,False,True,False,True,False
582,False,False,False,True,False,True,False,True,False
583,True,False,False,True,False,True,False,True,False
584,True,False,False,False,True,False,True,False,False
585,False,False,False,True,False,True,False,False,False
586,True,False,False,False,False,False,False,False,False
590,True,False,False,False,False,False,False,False,False
591,True,False,False,False,True,False,True,False,False
592,False,False,False,False,False,True,False,True,False
593,False,False,False,False,False,False,False,False,False
594,True,False,False,False,False,False,False,False,False
595,True,False,False,False,False,True,False,True,False
596,False,False,False,False,False,False,False,False,False
600,True,False,False,False,False,False,False,False,False
601,False,False,False,False,False,False,False,False,False
602,True,False,False,False,False,False,False,False,False
603,False,True,False,False,False,True,False,True,False
604,False,False,False,False,False,True,False,True,False
605,True,False,True,False,False,False,True,False,False
606,False,False,False,False,False,True,False,True,False
610,True,False,False,False,False,False,False,True,False
611,True,False,False,False,False,True,False,True,False
612,False,False,False,False,False,True,False,True,False
613,True,False,True,False,False,False,False,False,False
614,True,False,False,False,False,False,False,False,False
615,False,True,False,False,False,True,False,True,False
616,False,True,False,True,False,False,False,True,False
620,True,False,False,False,False,False,True,False,False
621,True,False,False,False,False,False,False,False,False
622,True,False,False,False,False,False,False,False,False
623,True,False,False,False,False,False,True,False,True
624,True,False,False,True,True,False,True,False,True
625,False,False,True,False,False,True,False,True,False
626,True,False,True,False,False,False,True,False,True
630,True,False,False,True,False,True,False,True,False
631,False,True,False,True,False,True,False,True,False
632,True,False,False,False,False,False,False,False,False
633,False,False,True,False,False,True,False,True,False
634,False,False,False,True,False,True,False,True,False
635,False,False,False,False,False,True,False,True,False
636,True,False,True,False,True,False,True,False,True
640,False,True,False,False,False,True,False,True,True
641,False,False,True,False,False,True,False,True,False
642,True,False,False,True,False,True,False,False,False
643,True,False,False,True,False,True,False,True,False
644,True,False,True,False,True,False,True,False,False
645,True,False,True,False,False,True,True,False,False
646,True,False,True,False,True,False,True,False,True
650,True,False,False,True,False,True,False,True,False
651,True,False,False,True,False,True,False,True,False
652,True,False,False,False,False,True,False,True,False
653,True,False,False,True,False,True,False,True,False
654,True,False,False,True,False,True,False,True,False
655,True,False,False,True,False,True,False,True,False
656,True,False,True,False,True,False,True,False,False
660,True,False,False,True,False,True,False,True,False
661,False,False,False,True,False,True,False,True,False
662,False,True,False,True,False,True,False,True,False
663,True,False,False,True,False,True,False,True,False
664,False,False,False,True,False,True,False,True,False
665,False,False,False,False,False,False,False,False,False
666,False,True,False,True,False,True,False,True,False
670,False,False,False,True,False,True,False,True,False
671,True,False,True,False,False,False,False,False,False
673,True,False,True,False,False,True,False,False,False
674,True,False,False,True,False,False,False,False,False
675,True,False,False,True,False,True,False,True,False
676,True,False,False,True,False,False,False,True,False
680,True,False,False,False,False,True,False,False,False
681,True,False,True,False,True,False,True,False,True
682,True,False,True,False,False,False,True,False,False
683,True,False,False,True,False,True,False,False,False
684,True,False,False,False,False,False,False,False,False
685,True,False,True,False,True,False,True,False,True
686,True,False,True,False,True,False,True,False,False
690,True,False,True,False,True,False,True,False,False
691,True,False,False,True,False,False,False,False,False
692,False,False,False,False,False,True,False,False,False
693,True,False,False,False,False,True,False,True,False
694,True,False,True,False,False,False,False,False,False
695,True,False,False,False,False,False,False,False,False
696,True,False,False,False,False,False,False,False,False
700,False,False,False,True,False,True,False,True,False
701,False,False,True,False,False,True,False,True,False
702,False,True,True,False,False,True,False,True,False
703,True,False,True,False,False,True,False,True,False
704,True,False,False,False,False,False,False,False,False
705,False,True,False,True,False,True,False,True,False
706,False,True,False,True,False,True,False,True,False
710,True,False,False,True,False,True,False,True,False
711,True,False,False,True,False,False,False,False,False
712,False,False,True,False,False,False,False,False,False
713,True,False,False,False,False,True,False,True,False
714,False,True,False,True,False,True,False,True,False
715,True,False,False,False,False,False,False,False,False
716,False,True,False,True,False,True,False,True,False
720,True,False,False,False,False,True,False,True,False
721,True,False,True,False,False,True,False,False,True
722,True,False,True,False,False,True,False,True,False
723,False,False,True,False,False,True,False,True,False
724,True,False,True,False,False,False,False,False,False
725,False,False,True,False,False,True,False,True,False
726,True,False,False,False,False,True,False,True,False
730,False,False,False,True,False,True,False,False,False
731,False,False,False,True,False,False,False,False,False
732,False,True,False,True,False,True,False,True,False
733,False,False,False,False,False,False,False,False,False
734,True,False,False,True,False,False,True,False,False
735,False,False,False,False,False,False,False,False,False
736,False,False,False,False,False,False,False,False,False
740,True,False,False,True,False,False,False,False,False
741,False,False,False,False,False,False,False,False,False
742,True,False,False,False,False,True,False,True,False
743,True,False,False,True,False,True,False,False,False
744,True,False,False,False,False,True,False,False,False
745,True,False,False,True,False,True,False,True,False
746,False,False,True,False,True,False,True,False,False
750,True,False,False,False,False,False,False,False,False
751,False,False,True,False,False,False,True,False,False
752,False,False,False,False,False,False,False,True,False
753,False,False,False,True,False,True,False,True,False
754,True,False,False,False,False,True,False,True,False
755,True,False,False,False,True,False,True,False,False
756,False,False,False,True,False,True,False,False,False
760,True,False,False,True,False,True,False,True,False
761,True,False,True,False,False,False,False,False,False
762,False,False,True,False,False,True,False,False,False
763,True,False,False,True,False,True,False,True,False
764,True,False,False,True,False,True,False,True,False
765,True,False,False,False,False,True,False,True,False
766,True,False,False,False,False,True,False,True,False
770,True,False,False,True,False,True,False,False,False
771,False,False,False,True,False,True,False,True,False
772,True,False,True,False,False,True,False,True,False
773,False,False,False,False,False,True,False,True,False
774,True,False,False,True,False,True,False,True,False
775,True,False,False,True,False,True,False,True,False
776,True,False,False,False,True,False,True,False,False
780,False,False,False,True,False,True,False,True,False
781,False,True,False,True,False,True,False,True,False
782,True,False,False,True,False,True,False,False,False
783,True,False,True,False,False,False,False,False,False
784,True,False,True,False,False,False,False,False,True
785,False,True,False,True,False,True,False,True,False
786,True,False,False,False,False,False,False,False,False
790,False,False,False,False,False,False,False,False,False
791,False,False,False,False,False,False,False,False,False
792,False,False,False,False,False,False,False,False,False
793,False,False,False,False,True,False,False,False,False
794,False,False,False,False,False,False,False,False,False
795,False,False,False,False,False,False,False,False,False
796,False,True,False,False,False,True,False,False,False
800,True,False,False,True,False,True,False,True,False
801,True,False,False,True,False,False,False,False,False
802,True,False,False,False,False,False,False,False,False
803,False,False,False,True,False,True,False,True,False
804,True,False,False,False,True,False,True,False,False
805,True,False,False,False,False,False,False,False,False
806,True,False,False,True,True,False,True,False,False
810,False,False,False,False,False,True,False,True,False
811,False,False,False,False,False,False,False,False,False
812,False,True,False,False,False,True,False,True,False
813,False,False,False,False,False,False,False,False,False
814,False,False,False,True,False,True,False,True,False
815,True,False,False,False,False,True,False,True,False
816,False,False,False,False,False,False,False,False,False
820,True,False,False,False,False,True,False,True,False
821,False,False,False,False,False,True,False,True,False
822,True,False,False,True,False,True,False,False,False
823,True,False,True,False,False,True,True,False,True
824,True,False,False,False,False,True,False,True,False
825,True,False,True,False,False,False,False,False,False
826,False,False,True,False,False,True,False,False,False
830,True,False,False,False,False,True,False,True,False
831,True,False,False,False,True,False,True,False,False
832,False,True,False,True,False,True,False,True,False
833,False,False,False,False,False,True,False,False,False
834,True,False,False,False,False,True,False,False,True
835,True,False,True,False,True,False,True,False,False
836,False,False,False,True,False,False,False,False,False
840,True,False,False,True,False,True,False,True,False
841,False,False,False,True,False,True,False,True,False
842,False,True,False,True,False,True,False,False,False
843,True,False,False,True,False,True,False,True,False
844,True,False,False,False,False,False,False,False,False
845,False,False,False,False,False,True,False,False,False
846,True,False,False,False,False,False,True,False,False
850,False,True,False,False,False,True,False,True,False
851,True,False,False,False,True,False,True,False,False
852,True,False,False,False,False,True,False,True,False
853,False,False,True,False,False,False,False,False,False
854,True,False,True,False,False,False,True,False,False
855,True,False,True,False,False,False,True,False,True
856,True,False,True,False,False,False,True,False,False
860,True,False,False,True,False,False,True,False,False
861,True,False,False,False,False,False,False,True,False
862,False,False,False,False,False,False,False,False,False
863,True,False,False,True,False,True,False,True,False
864,True,False,True,False,False,False,False,False,False
865,False,True,False,True,False,True,False,True,False
866,True,False,False,False,False,True,False,True,False
870,False,False,False,True,False,True,False,True,False
871,True,False,True,False,False,False,False,False,False
872,False,False,False,False,False,False,False,False,False
873,True,False,True,False,True,False,False,False,False
874,False,True,True,False,False,True,False,False,False
875,True,False,False,True,False,False,False,False,False
876,False,True,False,False,False,True,False,True,False
880,True,False,False,False,True,False,True,False,False
881,True,False,False,False,False,False,False,False,False
882,True,False,False,False,True,False,True,False,True
883,True,False,False,True,False,False,False,False,False
884,False,True,False,False,False,True,False,True,False
885,True,False,False,False,False,False,False,False,False
886,False,False,False,True,False,False,False,False,False
890,True,False,False,True,False,False,False,False,True
891,True,False,False,False,False,False,False,False,False
892,True,False,False,True,False,True,False,True,False
893,False,False,False,False,False,True,False,False,False
894,False,True,True,False,False,True,False,True,False
895,True,False,False,False,False,False,False,False,False
896,False,False,False,False,False,False,False,False,False
900,False,True,False,True,False,True,False,True,False
901,True,False,False,False,False,False,False,False,False
902,False,True,False,False,False,True,False,True,False
903,False,True,False,True,False,True,False,True,False
904,False,False,False,True,False,True,False,True,False
905,False,False,False,False,False,True,False,True,False
906,False,True,False,True,False,True,False,True,False
910,False,False,True,False,False,False,False,False,False
911,False,False,False,False,False,False,False,False,False
912,False,True,True,False,False,True,False,True,False
913,True,False,False,False,True,False,True,False,False
914,True,False,True,False,True,False,True,False,False
915,False,False,False,False,False,True,False,True,False
916,True,False,False,False,True,False,True,False,False
920,True,False,False,True,False,True,False,True,False
921,False,False,False,True,False,False,False,True,False
922,False,False,True,False,False,False,False,True,False
923,True,False,True,False,False,True,False,True,False
924,False,False,False,False,False,False,True,False,False
925,True,False,False,True,False,False,False,False,False
926,True,False,False,False,False,False,True,False,False
930,False,False,False,True,False,False,False,False,False
931,False,True,False,False,False,False,False,False,False
932,False,False,False,True,False,False,False,False,False
933,True,False,False,True,False,False,True,False,False
934,False,False,False,True,False,False,False,False,False
935,False,False,False,False,False,False,False,False,False
936,True,False,False,True,False,False,False,False,False
940,True,False,False,False,False,True,False,True,False
941,True,False,True,False,False,True,False,False,True
942,True,False,True,False,False,False,False,False,False
943,True,False,True,False,False,False,False,False,True
944,False,False,True,False,False,False,False,False,False
945,True,False,False,False,False,True,False,False,False
946,False,False,True,False,False,True,False,True,False
950,True,False,False,False,True,False,True,False,True
951,True,False,False,True,False,False,False,False,False
952,False,False,True,False,True,False,True,False,False
953,True,False,False,True,False,True,False,True,False
954,True,False,False,True,False,False,False,False,False
955,True,False,False,True,False,True,False,True,False
956,True,False,False,True,False,False,False,False,False
960,True,False,False,False,False,True,False,True,False
961,False,False,False,False,False,True,False,False,False
962,True,False,True,False,False,True,False,True,False
963,True,False,False,False,False,True,False,False,False
964,True,False,False,False,False,False,False,True,False
965,True,False,True,False,True,False,True,False,True
966,True,False,False,True,False,True,False,False,False
970,True,False,True,False,False,True,False,True,False
971,True,False,False,True,False,True,False,False,False
972,False,False,False,False,False,True,False,False,False
973,False,False,False,True,False,True,False,True,False
974,True,False,True,False,False,False,False,False,False
975,False,False,False,False,False,True,False,True,False
976,False,False,True,False,False,True,False,True,False
980,True,False,True,False,True,False,True,False,False
981,True,False,False,False,False,True,False,True,False
982,True,False,False,True,False,True,False,True,False
983,False,False,False,False,False,True,False,True,False
984,False,False,False,True,False,True,False,True,False
985,False,False,False,False,False,False,False,True,False
986,True,False,False,False,False,True,False,True,False
990,False,False,False,True,False,True,False,True,False
991,True,False,True,False,False,False,False,False,False
992,True,False,True,False,False,False,True,False,False
993,True,False,False,True,False,False,False,False,False
994,True,False,False,False,False,False,False,False,False
995,False,False,False,False,False,False,False,False,False
996,False,True,False,True,False,True,False,True,False
1000,True,False,False,False,False,True,False,True,False
1001,False,False,False,False,False,True,False,False,False
1002,True,False,False,False,False,True,False,False,False
1003,True,False,True,False,True,False,True,False,False
1004,False,False,False,False,False,False,True,False,False
1005,True,False,False,False,False,False,False,False,False
