id,train
521,True
522,True
523,True
524,True
525,True
526,False
530,True
531,True
532,True
533,True
534,True
535,True
536,True
540,True
541,True
542,True
543,False
544,True
545,True
546,True
550,False
551,True
552,True
553,True
554,True
555,True
556,False
560,True
561,True
562,True
563,True
564,False
565,False
566,False
570,False
571,True
572,True
573,True
574,True
575,True
576,True
580,False
581,False
582,True
583,True
584,True
585,True
586,True
590,True
591,True
592,True
593,True
594,False
595,True
596,True
600,True
601,False
602,True
603,False
604,True
605,True
606,True
610,True
611,True
612,True
613,True
614,True
615,False
616,True
620,True
621,True
622,True
623,True
624,True
625,True
626,True
630,True
631,False
632,False
633,True
634,True
635,True
636,True
640,True
641,True
642,True
643,True
644,False
645,True
646,False
650,True
651,True
652,True
653,True
654,True
655,True
656,True
660,False
661,True
662,True
663,True
664,True
665,True
666,False
670,True
671,True
673,True
674,False
675,True
676,True
680,False
681,False
682,True
683,True
684,True
685,True
686,True
690,True
691,True
692,True
693,True
694,False
695,False
696,False
700,True
701,True
702,True
703,True
704,True
705,True
706,True
710,True
711,True
712,True
713,True
714,True
715,True
716,True
720,True
721,True
722,True
723,True
724,False
725,True
726,True
730,True
731,False
732,True
733,True
734,True
735,True
736,True
740,True
741,True
742,True
743,False
744,False
745,True
746,True
750,True
751,True
752,True
753,True
754,True
755,True
756,True
760,False
761,False
762,True
763,True
764,True
765,True
766,True
770,False
771,True
772,False
773,True
774,True
775,False
776,True
780,True
781,True
782,True
783,True
784,False
785,True
786,True
790,False
791,True
792,True
793,True
794,False
795,True
796,False
800,True
801,True
802,False
803,True
804,True
805,True
806,True
810,True
811,True
812,True
813,True
814,True
815,True
816,True
820,True
821,False
822,True
823,False
824,False
825,False
826,True
830,True
831,False
832,False
833,False
834,True
835,False
836,True
840,True
841,True
842,True
843,True
844,True
845,False
846,False
850,False
851,False
852,True
853,True
854,True
855,True
856,False
860,False
861,True
862,True
863,True
864,True
865,True
866,False
870,True
871,True
872,True
873,True
874,True
875,True
876,True
880,True
881,True
882,True
883,False
884,True
885,True
886,False
890,True
891,True
892,False
893,True
894,True
895,False
896,True
900,True
901,True
902,True
903,True
904,False
905,False
906,True
910,True
911,True
912,True
913,True
914,True
915,False
916,False
920,True
921,False
922,True
923,False
924,True
925,False
926,True
930,True
931,True
932,True
933,True
934,True
935,True
936,True
940,False
941,True
942,True
943,True
944,True
945,True
946,True
950,True
951,True
952,False
953,True
954,True
955,True
956,True
960,True
961,True
962,True
963,True
964,True
965,True
966,True
970,True
971,True
972,True
973,True
974,False
975,True
976,True
980,True
981,True
982,True
983,True
984,True
985,True
986,True
990,False
991,True
992,True
993,True
994,True
995,False
996,True
1000,True
1001,True
1002,True
1003,True
1004,False
1005,True
1006,True
1010,True
1011,True
1012,False
1013,True
1014,False
1015,True
1016,True
1020,True
1021,True
1022,True
1023,True
1024,True
1025,True
1026,True
1030,True
1031,False
1032,True
1033,True
1034,True
1035,False
1036,True
1040,True
1041,True
1042,False
1043,True
1044,True
1045,True
1046,True
1050,True
1051,True
1052,True
1053,True
1054,True
1055,True
1056,True
1060,True
1061,True
1062,True
1063,True
1064,True
1065,True
1066,True
1070,True
1071,True
1072,False
1073,True
1074,True
1075,True
1076,True
1080,True
1081,True
1082,True
1083,False
1084,True
1085,True
1086,False
1090,True
1091,True
1092,True
1093,False
1094,True
1095,False
1096,True
1100,True
1101,True
1102,False
1103,True
1104,True
1105,True
1106,True
1110,True
1111,True
1112,True
1113,True
1114,False
1115,False
1116,True
1120,True
1121,True
1122,True
1123,True
1124,True
1125,False
1126,True
1130,True
1131,True
1132,True
1133,True
1134,True
1135,False
1136,True
1140,True
1141,True
1142,True
1143,True
1144,False
1145,False
1146,False
1150,True
1151,True
1152,True
1153,False
1154,True
1155,True
1156,True
1160,False
1161,True
1162,False
1163,True
1164,True
1165,True
1166,True
1170,False
1171,True
1172,False
1173,True
1174,True
1175,False
1176,False
1180,True
1181,True
1182,True
1183,False
1184,True
1185,True
1186,True
1190,True
1191,True
1192,True
1193,True
1194,True
1195,True
1196,True
1200,True
1201,True
1202,True
1203,True
1204,True
1205,True
1206,True
1210,True
1211,True
1212,True
1213,True
1214,True
1215,True
1216,True
1220,True
1221,True
1222,False
1223,True
1224,False
1225,True
1226,True
1230,True
1231,False
1232,True
1233,True
1234,True
1235,True
1236,False
1240,True
1241,True
1242,True
1243,True
1244,True
1245,False
1246,False
1250,True
1251,True
1252,True
1253,False
1254,True
1255,True
1256,True
1260,False
1261,False
1262,True
1263,True
1264,True
1265,False
1266,True
1270,True
1271,True
1272,True
1273,True
1274,True
1275,True
1276,True
1280,True
1281,True
1282,True
1283,False
1284,True
1285,True
1286,True
1290,True
1291,True
1292,True
1293,True
1294,False
1295,True
1296,True
1300,False
1301,True
1302,True
1303,True
1304,True
1305,True
1306,True
1310,True
1311,True
1312,False
1313,True
1314,True
1315,False
1316,True
1320,True
1321,False
1322,True
1323,True
1324,True
1325,True
1326,True
1330,True
1331,True
1332,False
1333,False
1334,True
1335,True
1336,True
1340,True
1341,True
1342,True
1343,False
1344,True
1345,True
1346,True
1350,True
1351,True
1352,True
1353,False
1354,True
1355,True
1356,True
1360,True
1361,True
1362,True
1363,True
1364,True
1365,True
1366,True
1370,False
1371,True
1372,True
1373,True
1374,True
1375,True
1376,False
1380,True
1381,True
1382,True
1383,True
1384,False
1385,True
1386,False
1390,True
1391,True
1392,True
1393,False
1394,True
1395,True
1396,True
1400,False
1401,True
1402,True
1403,True
1404,True
1405,False
1406,True
1410,True
1411,True
1412,True
1413,False
1414,False
1415,True
1416,True
1420,True
1421,True
1422,False
1423,True
1424,False
1425,True
1426,True
1430,True
1431,True
1432,False
1433,True
1434,True
1435,True
1436,True
1440,True
1441,False
1442,True
1443,True
1444,True
1445,True
1446,True
1450,False
1451,True
1452,True
1453,True
1454,True
1455,True
1456,False
1460,True
1461,True
1462,True
1463,True
1464,True
1465,True
1466,True
1470,True
1471,True
1472,True
1473,True
1474,True
1475,True
1476,False
1480,False
1481,True
1482,False
1483,True
1484,True
1485,True
1486,True
1490,True
1491,True
1492,True
1493,True
1494,True
1495,True
1496,True
1500,True
1501,True
1502,False
1503,True
1504,True
1505,True
1506,True
1510,True
1511,True
1512,True
1513,True
1514,True
1515,True
1516,True
1520,True
1521,True
1522,True
1523,True
1524,False
1525,False
1526,True
1530,True
1531,True
1532,True
1533,True
1534,True
1535,True
1536,True
1540,True
1541,True
1542,True
1543,False
1544,True
1545,True
1546,True
1550,False
1551,True
1552,True
1553,True
1554,True
1555,True
1556,True
1560,True
1561,True
1562,True
1563,True
1564,False
1565,True
1566,True
1570,True
1571,True
1572,True
1573,True
1574,True
1575,True
1576,False
1580,True
1581,True
1582,True
1583,True
1584,True
1585,True
1586,True
1590,True
1591,False
1592,False
1593,False
1594,True
1595,True
1596,True
1600,True
1601,True
1602,True
1603,True
1604,True
1605,True
1606,True
1610,True
1611,True
1612,True
1613,True
1614,True
1615,True
1616,True
1620,True
1621,True
1622,True
1623,True
1624,False
1625,True
1626,True
1630,True
1631,True
1632,False
1633,True
1634,False
1635,True
1636,True
1640,False
1641,True
1642,True
1643,False
1644,False
1645,True
1646,True
1650,True
1651,True
1652,True
1653,True
1654,True
1655,True
1656,False
1660,True
1661,True
1662,True
1663,True
1664,True
1665,True
1666,True
1670,False
1671,True
1672,True
1673,True
1674,True
1675,True
1676,True
1680,True
1681,True
1682,True
1683,False
1684,False
1685,True
1686,False
1690,True
1691,True
1692,True
1693,False
1694,True
1695,False
1696,False
1700,False
1701,True
1702,True
1703,False
1704,True
1705,True
1706,True
1710,True
1711,True
1712,True
1713,False
1714,False
1715,True
1716,True
1720,True
1721,False
1722,True
1723,True
1724,True
1725,True
1726,True
1730,True
1731,True
1732,True
1733,True
1734,True
1735,True
1736,True
1740,True
1741,True
1742,True
1743,True
1744,False
1745,False
1746,True
1750,True
1751,True
1752,True
1753,True
1754,False
1755,True
1756,True
1760,True
1761,False
1762,True
1763,True
1764,True
1765,False
1766,True
1770,False
1771,True
1772,True
1773,True
1774,True
1775,True
1776,True
1780,True
1781,True
1782,True
1783,True
1784,False
1785,True
1786,True
1790,True
1791,True
1792,False
1793,True
1794,True
1795,True
1796,True
1800,True
1801,True
1802,True
1803,True
1804,True
1805,True
1806,True
1810,True
1811,True
1812,True
1813,True
1814,True
1815,True
1816,True
1820,False
1821,False
1822,True
1823,True
1824,True
1825,True
1826,True
1830,True
1831,True
1832,True
1833,True
1834,False
1835,True
1836,True
1840,True
1841,True
1842,True
1843,False
1844,True
1846,True
1850,True
1851,False
1852,True
1853,True
1854,True
1855,True
1856,True
1860,True
1861,True
1862,False
1863,True
1864,True
1865,True
1866,True
1870,False
1871,True
1872,True
1873,True
1874,True
1875,True
1876,True
1880,False
1881,False
1882,True
1883,True
1884,True
1885,True
1886,True
1890,True
1891,True
1892,True
1893,True
1894,True
1895,True
1896,True
1900,True
1901,True
1902,True
1903,True
1904,True
1905,False
1906,True
1910,True
1911,True
1912,True
1913,True
1914,True
1915,False
1916,True
1920,True
1921,False
1922,True
1923,False
1924,True
1925,False
1926,True
1930,True
1931,True
1932,True
1933,True
1934,True
1935,True
1936,True
1940,False
1941,True
1942,True
1943,True
1944,True
1945,True
1946,True
1950,True
1951,True
1952,True
1953,False
1954,True
1955,True
1956,True
1960,True
1962,True
1963,False
1964,True
1965,False
1966,True
1970,True
1971,True
1972,True
1973,False
1974,True
1975,True
1976,True
1980,True
1981,True
1982,True
1983,False
1984,True
1985,True
1986,True
1990,True
1991,True
1992,True
1993,True
1994,False
1995,True
1996,True
2000,True
2001,True
2002,False
2003,True
2004,False
2005,True
2006,True
2010,False
2011,True
2012,True
2013,False
2014,True
2015,True
2016,True
2020,True
2021,True
2022,True
2023,True
2024,True
2025,False
2026,False
2030,True
2031,False
2032,True
2033,False
2034,True
2035,False
2036,True
2040,False
2041,True
2042,True
2043,False
2044,False
2045,True
2046,True
2050,True
2051,True
2052,True
2053,True
2054,True
2055,True
2056,True
2060,True
2061,False
2062,False
2063,True
2064,True
2065,True
2066,False
2070,True
2071,True
2072,True
2073,True
2074,True
2075,True
2076,True
2080,True
2081,True
2082,False
2083,True
2084,True
2085,True
2086,True
2090,False
2091,True
2092,True
2093,False
2094,True
2095,False
2096,True
2100,True
2101,True
2102,True
2103,False
2104,True
2105,False
2106,True
2110,True
2111,True
2112,True
2113,True
2114,False
2115,True
2116,True
2120,False
2121,False
2122,False
2123,True
2124,True
2125,True
2126,True
2130,False
2131,True
2132,True
2133,True
2134,True
2135,True
2136,True
2140,False
2141,False
2142,False
2143,False
2144,True
2145,True
2146,True
2150,True
2151,True
2152,False
2153,True
2154,True
2155,True
2156,True
2160,False
2161,False
2162,True
2163,False
2164,True
2165,True
2166,True
2170,True
2171,False
2172,False
2173,True
2174,True
2175,True
2176,True
2180,True
2181,True
2182,True
2183,False
2184,True
2185,True
2186,False
2190,False
2191,True
2192,False
2193,False
2194,True
2195,True
2196,True
2200,True
2201,False
2202,True
2203,True
2204,True
2205,False
2206,True
2210,True
2211,True
2212,True
2213,True
2214,True
2215,True
2216,True
2220,True
2221,True
2222,False
2223,True
2224,True
2225,True
2226,True
2230,True
2231,True
2232,True
2233,True
2234,True
2235,True
2236,True
2240,True
2241,True
2242,False
2243,True
2244,True
2245,True
2246,True
2250,True
2251,False
2252,True
2253,False
2254,True
2255,True
2256,True
2260,True
2261,False
2262,True
2263,False
2264,True
2265,True
2266,False
2270,True
2271,True
2272,True
2273,True
2274,True
2275,True
2276,False
2280,True
2281,True
2282,True
2283,True
2284,True
2285,True
2286,True
2290,True
2291,True
2292,True
2293,True
2294,False
2295,True
2296,True
2300,False
2301,True
2302,False
2303,True
2304,True
2305,True
2306,True
2310,False
2311,True
2312,False
2313,True
2314,True
2315,False
2316,True
2320,False
2321,True
2322,True
2323,True
2324,True
2325,True
2326,True
2330,True
2331,True
2332,False
2333,True
2334,True
2335,True
2336,True
2340,True
2341,True
2342,True
2343,True
2344,True
2345,True
2346,True
2350,True
2351,True
2352,False
2353,False
2354,True
2355,True
2356,True
2360,True
2361,True
2362,False
2363,True
2364,True
2365,False
2366,False
2370,True
2371,True
2372,True
2373,True
2374,True
2375,True
2376,False
2380,True
2381,True
2382,True
2383,True
2385,False
2386,True
2390,True
2391,True
2392,True
2393,False
2394,True
2395,True
2396,True
2401,False
2402,True
2403,True
2404,True
2405,False
2406,True
2410,True
2411,True
2412,True
2413,True
2414,True
2415,True
2416,True
2420,True
2421,True
2422,True
2423,True
2424,True
2425,True
2426,True
2430,True
2431,True
2432,True
2433,True
2434,True
2435,False
2436,False
2440,False
2441,True
2442,True
2443,False
2444,True
2445,False
2446,False
2450,True
2451,True
2452,True
2453,True
2454,True
2455,False
2456,True
2460,True
2461,False
2462,False
2463,False
2464,True
2465,False
2466,True
2470,True
2471,True
2472,True
2473,True
2474,True
2475,True
2476,True
2480,False
2481,True
2482,True
2483,False
2484,True
2485,True
2486,True
2490,True
2491,True
2492,False
2493,True
2494,True
2495,True
2496,True
2500,True
2501,True
2502,True
2503,True
2504,True
2505,True
2506,True
2510,True
2511,True
2512,False
2513,True
2514,True
2515,True
2516,True
2520,True
2521,True
2522,True
2523,False
2524,True
2525,True
2526,True
2530,True
2531,False
2532,True
2533,True
2534,True
2535,True
2536,True
2540,True
2541,True
2542,True
2543,True
2544,True
2545,True
2546,True
2550,False
2551,True
2552,True
2553,True
2554,False
2555,False
2556,False
2560,True
2561,False
2562,True
2563,False
2564,True
2565,True
2566,True
2570,True
2571,False
2572,True
2573,True
2574,True
2575,True
2576,True
2580,True
2581,True
2582,True
2583,True
2584,True
2585,True
2586,True
2590,True
2591,True
2592,True
2593,False
2594,True
2595,True
2596,False
2600,True
2601,True
2602,True
2603,True
2604,True
2605,True
2606,True
2610,True
2611,True
2612,True
2613,False
2614,True
2615,True
2616,True
2620,True
2621,True
2622,True
2623,True
2624,True
2625,True
2626,True
2630,True
2631,False
2632,True
2633,False
2634,False
2635,False
2636,False
2640,True
2641,True
2642,True
2643,True
2644,True
2645,True
2646,True
2650,True
2651,True
2652,True
2653,True
2654,True
2655,True
2656,False
2660,False
2661,True
2662,True
2663,True
2664,True
2665,True
2666,False
2670,True
2671,True
2672,False
2673,False
2674,False
2675,True
2676,True
2680,True
2681,False
2682,True
2683,True
2684,True
2685,False
2686,True
2690,True
2691,True
2692,True
2693,True
2694,False
2695,True
2696,True
2700,True
2701,False
2702,True
2703,True
2704,False
2705,True
2706,True
2710,True
2711,True
2712,True
2713,True
2714,False
2715,True
2716,True
2720,True
2721,True
2722,False
2723,True
2724,True
2725,True
2726,True
2730,True
2731,True
2732,True
2733,True
2734,True
2735,True
2736,True
2740,True
2741,True
2742,True
2743,False
2744,True
2745,True
2746,True
2750,True
2751,False
2752,True
2753,False
2754,True
2755,True
2756,False
2760,False
2761,True
2762,True
2763,False
2764,True
2765,True
2766,True
2770,False
2771,True
2772,False
2773,True
2774,False
2775,True
2776,True
2780,True
2781,False
2782,True
2783,True
2784,True
2785,True
2786,True
2790,True
2791,False
2792,True
2793,True
2794,True
2795,False
2796,True
2800,True
2801,True
2802,False
2803,True
2804,True
2805,True
2806,True
2810,False
2811,True
2812,True
2813,True
2814,True
2815,True
2816,True
2820,True
2821,True
2822,True
2823,True
2824,False
2825,True
2826,True
2830,True
2831,True
2832,True
2833,True
2834,True
2835,True
2836,True
2840,True
2841,True
2842,True
2843,True
2844,True
2845,True
2846,True
2850,True
2851,True
2852,True
2853,True
2854,True
2855,True
2856,False
2860,True
2861,True
2862,False
2863,True
2864,True
2865,True
2866,True
2870,True
2871,True
2872,True
2873,True
2874,False
2875,True
2876,True
2880,False
2881,True
2882,True
2883,False
2884,True
2885,True
2886,False
2890,True
2891,True
2892,True
2893,True
2894,True
2895,False
2896,True
2901,False
2902,True
2903,True
2904,True
2905,False
2906,False
2910,False
2911,True
2912,True
2913,True
2914,True
2915,True
2916,True
2920,False
2921,True
2922,True
2923,False
2924,True
2925,False
2926,True
2930,True
2931,True
2932,False
2933,True
2934,True
2935,True
2936,True
2940,True
2941,True
2942,True
2943,True
2944,True
2945,True
2946,True
2950,True
2951,False
2952,True
2953,True
2954,True
2955,True
2956,True
2960,False
2961,True
2962,True
2963,True
2964,True
2965,True
2966,True
2970,True
2971,True
2972,True
2973,False
2974,True
2975,True
2976,True
2980,False
2981,False
2982,True
2983,True
2984,False
2985,True
2986,True
2990,True
2991,True
2992,True
2993,True
2994,True
2995,True
2996,True
3000,True
3001,True
3002,True
3003,True
3004,True
3005,True
3006,True
3010,True
3011,True
3012,False
3013,False
3014,True
3015,False
3016,True
3020,True
3021,True
3022,True
3023,True
3024,True
3025,True
3026,True
3030,True
3031,False
3032,True
3033,True
3034,True
3035,True
3036,True
3040,True
3041,True
3042,True
3043,True
3044,True
3045,True
3046,True
3050,True
3051,True
3052,False
3053,True
3054,True
3055,True
3056,True
3060,True
3061,True
3062,True
3063,True
3064,True
3065,True
3066,True
3070,True
3071,True
3072,True
3073,True
3074,True
3075,True
3076,True
3080,True
3081,True
3082,True
3083,True
3084,False
3085,True
3086,True
3090,True
3091,True
3092,True
3093,True
3094,False
3095,False
3096,True
3100,False
3101,True
3102,False
3103,True
3104,True
3105,True
3106,True
3110,True
3111,True
3112,True
3113,True
3114,False
3115,True
3116,True
3120,True
3121,True
3122,False
3123,False
3124,True
3125,True
3126,True
3130,True
3131,True
3132,True
3133,True
3134,True
3135,True
3136,True
3140,False
3141,True
3142,False
3143,True
3144,True
3145,False
3146,True
3150,True
3151,True
3152,True
3153,True
3154,True
3155,True
3156,False
3160,False
3161,True
3162,False
3163,True
3164,True
3165,False
3166,True
3170,True
3171,True
3172,True
3173,False
3174,True
3175,True
3176,True
3180,True
3181,True
3182,True
3183,True
3184,False
3185,True
3186,True
3190,True
3191,True
3192,True
3193,True
3194,True
3195,True
3196,True
3200,True
3201,True
3202,True
3203,False
3204,True
3205,True
3206,True
3210,True
3211,True
3212,True
3213,True
3214,True
3215,True
3216,True
3220,True
3221,False
3222,False
3223,True
3224,True
3225,True
3226,True
3230,True
3231,False
3232,False
3233,True
3234,False
3235,True
3236,False
3240,True
3241,True
3242,True
3243,True
3244,True
3245,True
3246,True
3250,True
3251,True
3252,True
3253,True
3254,True
3255,True
3256,True
3260,True
3261,False
3262,True
3263,True
3264,True
3265,True
3266,True
3270,True
3271,True
3272,True
3273,True
3274,True
3275,True
3276,True
3280,False
3281,True
3282,True
3283,True
3284,True
3285,False
3286,True
3290,False
3291,True
3292,True
3293,True
3294,True
3295,True
3296,True
3300,False
3301,True
3302,True
3303,True
3304,False
3305,True
3306,True
3310,True
3311,True
3312,False
3313,True
3314,True
3315,False
3316,True
3320,True
3321,True
3322,True
3323,True
3324,True
3325,False
3326,True
3330,True
3331,True
3332,True
3333,False
3334,False
3335,True
3336,True
3340,True
3341,True
3342,False
3343,True
3344,False
3345,False
3346,True
3350,True
3351,True
3352,True
3353,True
3354,True
3355,True
3356,True
3360,True
3361,True
3362,True
3363,True
3364,True
3365,True
3366,True
3370,True
3371,False
3372,False
3373,True
3374,True
3375,True
3376,True
3380,False
3381,True
3382,True
3383,True
3384,True
3385,True
3386,True
3390,True
3391,True
3392,True
3393,True
3394,False
3395,False
3396,True
3400,True
3401,True
3402,True
3403,True
3404,True
3405,True
3406,True
3410,True
3411,False
3412,True
3413,True
3414,True
3415,True
3416,False
3420,False
3421,False
3422,True
3423,True
3424,True
3425,True
3426,True
3430,True
3431,False
3432,True
3433,False
3434,True
3435,True
3436,True
3440,False
3441,True
3442,True
3443,True
3444,True
3445,True
3446,True
3450,True
3451,True
3452,True
3453,False
3454,True
3455,True
3456,True
3460,True
3461,True
3462,True
3463,False
3464,True
3465,False
3466,True
3470,True
3471,True
3472,True
3473,True
3474,True
3475,True
3476,True
3480,True
3481,True
3482,True
3483,True
3484,True
3485,True
3486,True
3490,True
3491,False
3492,False
3493,True
3494,True
3495,True
3496,True
3500,True
3501,True
3502,True
3503,True
3504,True
3505,True
3506,True
3510,True
3511,False
3512,True
3513,False
3514,False
3515,True
3516,True
3520,True
3521,False
3522,False
3523,True
3524,True
3525,True
3526,True
3530,False
3531,False
3532,True
3533,True
3534,True
3535,True
3536,False
3540,True
3541,False
3542,False
3543,True
3544,True
3545,True
3546,False
3550,True
3551,True
3552,False
3553,True
3554,True
3555,False
3556,True
3560,True
3561,True
3562,True
3563,True
3564,True
3565,True
3566,True
3570,True
3571,True
3572,True
3573,True
3574,True
3575,True
3576,True
3580,True
3581,True
3582,True
3583,False
3584,True
3585,True
3586,True
3590,True
3591,True
3592,True
3593,True
3594,False
3595,True
3596,True
3600,False
3602,False
3603,True
3604,True
3605,True
3606,True
3610,True
3611,False
3612,True
3613,False
3614,False
3615,True
3616,True
3620,True
3621,True
3622,True
3623,True
3624,False
3625,True
3626,True
3630,True
3631,True
3632,False
3633,True
3634,True
3635,True
3636,True
3640,True
3641,True
3642,True
3643,True
3644,True
3645,False
3646,True
3650,True
3651,False
3652,False
3653,True
3654,False
3655,False
3656,True
3660,True
3661,False
3662,True
3663,True
3664,True
3665,True
3666,True
3670,True
3671,True
3672,True
3673,True
3674,True
3675,True
3676,True
3680,True
3681,False
3682,True
3683,True
3684,False
3685,True
3686,True
3690,True
3691,True
3692,True
3693,True
3694,True
3695,True
3696,True
3700,True
3701,True
3702,True
3703,True
3704,True
3705,False
3706,True
3710,True
3711,True
3712,False
3713,True
3714,True
3715,True
3716,True
3720,True
3721,True
3722,True
3723,True
3724,True
3725,True
3726,False
3730,True
3731,False
3732,True
3733,True
3734,True
3735,False
3736,True
3740,True
3741,True
3742,True
3743,False
3744,True
3745,False
3746,True
3750,True
3751,True
3752,True
3753,True
3754,True
3755,True
3756,False
3760,True
3761,True
3762,True
3763,True
3764,False
3765,True
3766,True
3770,True
3771,True
3772,True
3773,True
3774,True
3775,True
3776,False
3780,False
3781,False
3782,True
3783,True
3784,True
3785,True
3786,True
3790,False
3791,True
3792,True
3793,True
3794,True
3795,True
3796,True
3800,True
3801,True
3802,True
3803,True
3804,False
3805,True
3806,True
3810,True
3811,True
3812,True
3813,False
3814,True
3815,True
3816,True
3820,True
3821,True
3822,False
3823,True
3824,True
3825,True
3826,True
3830,True
3831,True
3832,True
3833,True
3834,True
3835,True
3836,True
3840,True
3841,True
3842,True
3843,True
3844,True
3845,False
3846,True
3850,True
3851,True
3852,True
3853,True
3854,True
3855,True
3856,True
3860,True
3861,True
3862,True
3863,True
3864,True
3865,False
3866,True
3870,False
3871,True
3872,True
3873,True
3874,True
3875,True
3876,False
3880,True
3881,True
3882,True
3883,True
3884,True
3885,True
3886,True
3890,True
3891,False
3892,True
3893,True
3894,True
3895,True
3896,True
3900,False
3901,True
3902,False
3903,False
3904,True
3905,True
3906,True
3910,True
3911,True
3912,True
3913,False
3914,True
3915,True
3916,True
3920,False
3921,True
3922,True
3923,True
3924,True
3925,True
3926,False
3930,True
3931,True
3932,True
3933,True
3934,True
3935,True
3936,False
3940,True
3941,True
3942,False
3943,True
3944,True
3945,True
3946,True
3950,False
3951,False
3952,True
3953,True
3954,True
3955,True
3956,True
3960,False
3961,True
3962,True
3963,True
3964,True
3965,True
3966,False
3970,True
3971,True
3972,False
3973,True
3974,True
3975,True
3976,True
3980,True
3981,True
3982,True
3983,True
3984,True
3985,True
3986,True
3990,True
3991,True
3992,True
3993,False
3994,True
3995,True
3996,True
4000,True
4001,True
4002,True
4003,True
4004,True
4005,True
4006,True
4010,False
4011,True
4012,False
4013,True
4014,True
4015,True
4016,True
4020,True
4021,True
4022,False
4023,True
4024,True
4025,False
4026,True
4030,False
4031,False
4032,False
4033,True
4034,False
4035,False
4036,False
4040,True
4041,True
4042,True
4043,False
4044,True
4045,True
4046,True
4050,True
4051,True
4052,True
4053,True
4054,True
4055,True
4056,True
4060,True
4061,False
4062,False
4063,True
4064,False
4065,True
4066,True
4070,False
4071,True
4072,True
4073,True
4074,True
4075,True
4076,True
4080,True
4081,True
4082,True
4083,True
4084,True
4085,True
4086,False
4090,True
4091,False
4092,True
4093,True
4094,True
4095,True
4096,True
4100,False
4101,True
4102,True
4103,True
4104,True
4105,False
4106,True
4110,True
4111,True
4112,False
4113,True
4114,True
4115,True
4116,True
4120,False
4121,False
4122,True
4123,True
4124,True
4125,True
4126,False
4130,True
4131,False
4132,True
4133,True
4134,True
4135,True
4136,True
4140,True
4141,True
4142,True
4143,True
4144,True
4145,True
4146,True
4150,True
4151,True
4152,True
4153,True
4154,True
4155,False
4156,True
4160,True
4161,True
4162,True
4163,True
4164,True
4165,True
4166,False
4170,True
4171,True
4172,True
4173,True
4174,False
4175,True
4176,True
4180,False
4181,True
4182,False
4183,True
4184,True
4185,False
4186,True
4190,True
4191,True
4192,True
4193,True
4194,True
4195,True
4196,False
4200,False
4201,True
4202,True
4203,False
4204,True
4205,True
4206,True
4210,True
4211,False
4212,True
4213,True
4214,False
